stat, value, width, code, quant, switch
Cloud, 283.09,5,Y{L*1CR}BV,2224,On
Rain,  75.92,5,R{M*6EP}BF,1711,On
Moon, 923.82,8,F{S*0IY}WP,2086,On
Sun, 979.74,6,C{Z*9pV}BS,240,On
Rain,1182.00,6,R{D*0IG}RQ,2134,On
Fog, 189.78,8,E{T*7SC}FV,118,On
Sun, 896.52,6,K{O*8BS}NK,836,On
Snow, 164.26,5,L{L*3HZ}VX,897,On
Sleet,1197.65,5,8{C*2NU}FC,1205,Off
Fog, 847.41,7,L{W*7OY}MO,760,On
Rain,1090.46,7,I{K*2ZL}OQ,541,On
Cloud, 351.60,7,C{R*1HY}NZ,1413,On
Cloud, 655.32,8,D{V*0JB}WX,637,On
Cloud, 997.26,6,O{K*6BC}AV,682,On
Fog,1002.07,5,K{M*5AQ}SF,1564,On
Wind, 721.62,6,B{Q*8TU}uY,398,Off
Cloud, 580.74,5,U{L*2QW}YR,56,On
Sleet, 192.63,6,O{J*4WL}FS,676,On
Rain, 627.13,5,Y{V*2XZ}JN,2193,On
Moon, 209.40,8,W{X*3WK}KP,1717,On
Cloud,1071.88,6,G{T*5BU}TG,1646,On
Snow, 383.86,5,G{M*3MG}KH,1967,On
Sun,1118.01,8,M{3*0VZ}YD,703,On
Hail, 790.87,8,C{L*9WS}HU,1478,On
Snow, 168.81,5,D{Y*8PE}DJ,733,Off
Rain, 372.44,7,X{L*7CN}LE,1128,On
Hail, 794.04,5,L{A*6HZ}OS,550,Off
Fog, 347.44,5,Y{B*1LU}NZ,1419,On
Fog, 465.39,5,Q{H*5AN}RA,2218,On
Mist, 742.34,5,E{X*6RE}MX,1526,On
Fog, 386.17,13,S{J*8IQ}VB,2245,On
Wind, 819.35,5,D{O*4QP}NB,1394,On
Wind,  95.49,5,U{F*7MU}VH,949,On
Cloud, 111.79,19,CST*6JQ}JM,1947,On
Hail, 767.59,21,M{O*7UV}SA,1033,On
Fog, 641.69,6,J{G*6LV}IM,1349,On
Cloud,1137.29,13,G{T*0VG}RV,1121,On
Sun, 272.53,7,I{T*5IY}SY,370,On
Rain, 863.75,8,G{Q*5PC}OF,484,On
Cloud, 741.77,7,H{T*3WB}TA,866,On
Sun,1158.46,6,B{S*5UK}RZ,77,On
Hail, 933.14,7,Z{S*9LP}OL,644,On
Sun, 869.20,6,X{Y*5ER}HB,1071,On
Rain, 569.41,7,CQW*0FI}JM,153,On
Breeze, 128.95,6,H{T*1GJ}ML,1636,On
Rain, 218.57,8,1{L*6CL}EI,546,On
Fog, 790.65,6,Z{S*7XL}UI,1892,On
Fog, 525.83,7,j{G*8MX}QU,2001,On
Fog,1066.52,6,O{A56UF}SO,2076,On
Breeze, 792.23,7,Q{O*0HS}UO,2063,On
Sun, 839.27,7,L{E*7JS}VF,1245,On
Fog, 380.79,12,U{N*4TK}FC,279,On
Fog, 203.52,8,O{I*5FM}TL,1399,On
Breeze, 523.78,8,R{J*0PM}ST,2088,On
Rain, 149.04,8,A{H*45F}AC,954,On
Fog, 870.22,8,O{D*7Lk}UZ,1640,On
Sleet, 388.69,7,K{J*3ZC}YW,1375,On
Sleet, 625.90,8,U{V*8LB}LB,1729,On
Snow, 933.84,10,M{B*6VN}ON,384,On
Cloud,1077.91,6,O{G*gOW}QE,1618,On
Fog, 943.05,5,R{H*8LM}YE,1702,On
Fog,  81.44,8,OC*0RC}YZ,1835,On
Snow,1113.95,8,E{Z*0KB}DR,522,Off
Moon, 498.28,6,P{W*7SU}RW,386,On
Hail, 232.92,10,B{C81FZ}MA,1711,On
Wind,  84.22,6,A{J*1OS}SN,1764,Off
Snow, 790.46,23,Q{T*0AV}QI,1920,On
Wind, 840.47,5,H{G*6FN}CQ,2219,On
Cloud, 505.18,13,L{S*2GV}BN,2230,On
Rain, 445.85,5,P{R*5MR}TU,1754,On
Cloud,1134.76,6,C{O*2WH}ES,1614,Off
Cloud,1183.14,7,W{P*5RB}KE,2133,On
Cloud,1124.55,7,I{Q*0=Q}XI,506,On
Breeze,1055.33,5,N{B*8JF}RY,1573,On
Breeze, 878.17,8,c{J*7NJ}LD,1877,On
Shower, 679.65,5,S{S*AEW}WP,1355,Off
Fog, 437.45,5,F{N*8ED}VN,595,On
Fog,1141.28,8,U{b*0YW}ZC,2184,On
Sun, 986.26,7,F{A*6LP}UE,2246,On
Fog, 556.86,6,L{J*2LT}TD,2124,Off
Breeze,1181.73,9,K{7*7CD}IP,895,On
Snow,1023.89,7,L{K*0CN}VT,2238,On
Shower, 691.44,8,L{B*6eS}BX,489,On
Snow, 415.53,8,J{S*3WL}XO,23,On
Fog,1188.91,6,J{O*2WK}VF,1862,On
Breeze, 219.32,5,L{I*2AD}TI,1728,On
Sun,1123.49,5,F{X*5EB}QO,1435,On
Fog,1212.95,8,6{C*6NK}HL,1975,On
Fog, 668.04,5,K{Y*8OZ}CI,1817,On
Cloud, 653.06,17,U{F*3EJ}UJ,1583,On
Mist, 865.91,7,Z{M*0YZ}BR,1632,On
Shower,1128.34,7,A{S*8QP}FR,1605,On
Breeze, 496.16,21,Z{Z*1TC}CZ,958,On
Sun, 701.77,7,B{Y*7ZH}GG,897,On
Sleet,1160.61,6,M{E*10F}WH,1213,On
Rain, 989.94,6,Z{J*4WO}JB,1926,On
Sun,  28.26,5,F{G*7FI}6V,1906,On
Cloud, 300.69,7,Z{E*6AS}LL,2286,On
Sun, 728.63,5,Q{A*6KQ}QY,2002,On
Breeze, 259.59,7,T{G*9FP}FZ,1238,On
Snow,  76.11,8,G{Q*0HA}AX,2140,On
Rain, 736.87,7,V{G*6VQ}RD,1327,Off
Sky, 510.85,8,C{I*7JF}OQ,1379,Off
Sun, 880.89,5,H{F*3RI}DI,2014,On
Wind, 178.51,5,B{M*7ZG}IT,1449,On
Breeze, 703.62,5,J{Q*6YU}RE,1054,On
Rain, 536.67,15,F{S*7WS}ES,1914,On
Shower,1024.39,7,Q{W*8VF}QM,1548,On
Fog,1203.65,6,P{G*3RJ}FB,2183,On
Rain, 683.67,6,W{Y*55O}NQ,1463,On
Cloud, 502.81,11,X{T*1EI}LW,1110,On
Shower,1116.54,5,I{X*1WG}BN,526,Off
Shower, 477.55,6,I{E*2MA}JC,772,On
Cloud, 103.14,22,E{G*4TN}LS,890,On
Sleet, 258.18,7,C{T*8MD}WB,1554,On
Sun,  58.63,6,X{E*4FN}TD,532,On
Cloud, 885.47,10,O{Q*7XV}PD,1016,On
Sleet, 478.64,6,M{N*0EV}NF,1577,On
Snow,1018.72,7,S{*0BF}TE,1642,On
Fog, 155.31,8,A{V*2UR}GU,670,On
Rain, 274.51,7,C{N*6AK}FH,2034,Off
Cloud, 458.74,6,H{N*3UH}ZW,1530,Off
Shower, 821.28,7,I{E*1OA}NA,1941,On
Sleet, 865.70,6,W{E*2XN}XZ,1405,Off
Cloud, 462.56,7,V{P*3OJ}MO,701,On
Sleet,1026.96,6,Q{L*9FW}QK,134,Off
Sleet, 814.30,7,P{C*9CW}LF,865,On
Rain, 812.32,7,L{P*0NO}VN,51,On
Rain, 261.79,9,N{M*2UJ}LZ,1910,On
Shower, 683.67,8,Y{I*8GT}RI,2293,On
Snow, 973.59,8,U{V*8HN}AP,2144,On
Snow, 550.21,7,C{H*2FS}NZ,1752,On
Wind, 335.31,7,L{A*3IAVTQ,1671,Off
Sun, 564.65,8,W{2*5BT}GG,2134,On
Fog, 197.95,6,J{C*5FO}RO,1621,On
Shower, 880.20,6,Y{E*5BI}PR,321,On
Fog, 731.94,5,I{K*2RV}ZL,1998,On
Hail, 460.58,5,X{B*3ZZ}WR,1552,On
Rain,1117.29,17,V{Y*7AN}<Y,2030,On
Cloud, 121.61,13,Y{D<*1AF}FM,809,On
Cloud, 898.41,5,V{G*3IF}EY,1935,Off
Cloud, 492.01,7,D{D*3TT}XD,2178,On
Sun, 976.92,6,D{T*7PG}HW,719,On
Shower,1008.36,5,P{S*0PZ}FB,1348,On
Cloud, 693.29,7,R{U*8AV}4M,919,On
Sun, 863.30,11,Z{W*7SI}MI,1605,On
Sleet, 825.47,8,X{A*1ND}QB,2267,On
Sky,1205.27,6,A{B*0PH}XE,1940,Off
Shower, 755.55,8,R{B*0EQ}IR,1301,On
Fog, 821.38,18,S{M*4XO}XO,1054,On
Cloud,1179.55,8,L{X*8FI}PU,2058,On
Snow, 790.10,5,O{U*0ZD}UN,2153,Off
Wind,1217.91,5,D{N*2EF}XY,1634,On
Sleet,1022.69,11,V{C*3GZ}NF,1408,On
Rain,1195.49,24,D{N*6F5T}TL,964,On
Rain, 866.19,12,S{G*1ZS}BG,396,On
Cloud, 908.83,16,R{F*2WW}AH,2129,On
Sleet, 732.54,5,U{Z*6YT}SC,1380,On
Rain, 889.28,5,M{N*5DR}mI,2048,On
Cloud, 122.92,6,D{S*0QE}TE,1899,On
Breeze, 808.54,5,R{H*6EB}UX,1681,On
Breeze,  77.88,8,F{L*7FQ}LW,2132,On
Snow, 835.33,5,T{X*3BG}BV,1209,Off
Fog, 717.68,7,Q{R*9ED}JP,389,On
Sleet, 988.61,6,F{X*7FZ}IR,1939,On
Breeze,1184.65,6,Y{L*9BJ}MD,664,On
Wind,1057.41,16,W{G*5SW}VW,2094,On
Rain,  50.20,14,S{Y65EG}LJ,70,Off
Rain,1202.35,8,Y{B*5AD}UK,752,On
Cloud,1166.35,6,I{Y*1WI}BE,1523,On
Rain, 843.81,8,G{J*2OV}KJ,159,On
Cloud,1013.73,8,O{BP*8RT}VI,1970,On
Sky, 443.39,6,J{E*6KR}QN,1609,On
Breeze, 717.81,8,G{F*9RI}LT,301,Off
Snow, 384.63,6,H{B*8TS}AJ,1474,Off
Sun,1187.78,8,Q{A*0NS}HS,2254,Off
Snow, 202.11,8,Y{X*5UO}TN,207,On
Cloud, 469.46,9,Z{B*1NL}JP,2197,On
Breeze,1096.12,6,Y{U*7NL}JJ,1543,On
Sun,1125.24,6,R{J*5ON}SR,1410,Off
Rain,1142.27,5,L{L*4DR}CD,635,On
Breeze,  30.47,6,EWC*0XV}CS,639,On
Cloud, 624.40,7,J{Q*3A}KR,214,On
Mist, 851.27,5,Y{H*9EW}ZV,1950,On
Cloud,  77.92,6,L{S*8EN}AV,310,On
Breeze, 261.48,8,H{U*1MA}WR,1943,On
Shower, 194.20,11,F{Y*3EK}BA,1244,On
Cloud, 710.73,8,{A*0WO}FB,2086,On
Cloud, 637.83,9,C{E*2VM}ZS,1841,On
Sun,  46.99,5,W{M*1QA}EL,1733,On
Cloud, 208.09,9,I{B*9X}OE,2057,On
Sleet, 642.33,7,O{A*4BT}SU,1772,On
Sun, 408.10,10,T{T*0RX}UZ,1868,On
Wind, 142.15,8,X{X*8KX}BD,1736,On
Sleet,1123.23,8,W{F*2FX}UZ,249,On
Snow, 201.96,23,I{O*5XI}QK,1188,On
Sleet, 935.29,6,B{V*5HW}CX,2142,On
Cloud, 859.58,7,T{Y*7ZT}SA,709,Off
Rain, 279.30,6,K{B*6IV}WT,413,On
Sun,1151.62,14,U{O*0ZF}XO,1478,On
Moon, 407.30,5,S{P*3DT}SZ,1650,On
Rain, 977.34,7,Y{Z*2HL}QW,2087,On
Snow,  70.37,5,M{A*0GO}SW,1613,On
Sleet, 380.50,5,K{X*1XL}US,762,On
Sun,  83.27,7,I{S*4PG}BM,549,On
Sun,1083.71,5,W{N*1KV}JX,381,On
Rain,1071.61,6,P{J*2LU}AU,1222,On
Wind, 922.26,24,Z{I*9IA}LV,2187,Off
Sleet, 517.17,7,F{W*2KK}DW,711,Off
Snow,1087.81,5,Y{A*2QO}QG,214,On
Cloud, 601.83,6,J{U*3NM}UP,2243,Off
Sleet, 908.09,8,Z{N*1NB}CB,1912,Off
Sky, 634.06,5,L{U*5MO}XG,988,On
Wind,1072.08,8,K{S*4WM}IQ,1415,On
Snow, 981.73,6,N{L*7ZA}UI,1697,Off
Sleet,  43.49,7,L{V*8KL}SO,270,On
Moon,1074.32,8,H{Z*4HN}DK,2076,On
Snow, 620.75,5,K{M*9DZ}DZ,690,Off
Snow, 871.35,5,I{S*6VI}VP,2000,On
Cloud, 618.47,7,X{X*9Mz}ML,1508,On
Snow, 966.96,8,T{K*4EF}CI,1682,Off
Mist, 177.38,7,S{U*3JS9}PS,2061,On
Breeze,1146.70,6,K{C*9VM}YY,2148,On
Cloud, 130.01,6,J{Z*2OL}EC,1324,On
Sleet, 930.32,21,J{C*0JF}IG,287,On
Rain, 618.52,5,I{F*%LO}PS,1827,On
Wind,  92.37,8,B{B*1VM}KY,1793,On
Breeze, 890.57,5,X{J*0YM}MD,854,On
Snow,1131.51,8,C{O*1XC}GE,1902,Off
Snow, 926.64,7,A{W*1XJ}LW,1832,On
Hail, 397.05,7,B{J*5XHQL,1937,Off
Mist, 989.08,5,P{B*2KX}QD,1740,On
Sleet, 982.19,7,S{R*5KW}JR,2291,On
Rain, 896.56,6,S{D*9PD}JB,1951,On
Fog, 755.23,8,J{V*1KC}OX,1980,Off
Sun,1090.76,7,Y{Q*7CK}FJ,2235,On
Snow,1075.95,8,A{V*6OS}MI,565,Off
Cloud, 572.57,7,W{ZY*0BA}GW,2058,On
Wind, 360.65,20,W{U*1CO}QF,2130,On
Mist, 571.52,6,W{F*5HK}PD,1805,On
Cloud, 134.04,8,T{P*6OG}RB,1842,On
Rain,1183.51,5,J{O*0BC}DG,1358,On
Sun, 539.60,10,X{H*0NF}ZR,1629,On
Breeze, 739.10,7,R{A*4SQ}NJ,607,On
Snow, 979.18,10,L{A*9RH}II,345,Off
Sun, 971.70,14,T{R*9CZ7LJ,1446,On
Hail, 704.90,15,O{P*1OO}NO,1040,On
Breeze,1107.10,7,D{Z*0DG}XJ,1895,On
Wind,1052.17,7,X{M*4GS}Y,2154,On
Sun, 890.42,7,Y{Z*2UT}AV,2240,On
Rain, 828.40,6,E{R*7HJ}FR,2293,On
Breeze, 709.27,17,Y{E*8DF}XW,1900,On
Sun,1179.54,20,D{I*6PT}IT,900,On
Breeze, 993.29,6,C{K*8PU}BG,2202,On
Rain, 298.83,21,Z{T*7XC}YX,1529,Off
Fog, 570.88,7,B{L*8AA}RI,2097,On
Sleet, 376.65,13,W{U*9BD}LG,1451,On
Sleet,1027.59,22,B{N*6AH}TU,2050,On
Fog, 796.06,14,B{F*7BM}HY,1714,On
Cloud,1056.44,8,L{Z*3LJ}ON,943,On
Cloud, 697.62,14,S{X*7PJ}OY,1318,On
Cloud, 644.43,8,P{C*1EV}DE,1679,On
Sky, 510.45,10,N7H*6QR}WT,2248,On
Hail,1214.31,9,X{C*7KZDK,2182,On
Snow,1190.28,8,W{C*3GX}RD,1742,Off
Hail, 613.29,8,L{F*2MH}IK,1031,Off
Snow, 581.81,8,A{T*0HG}TG,1560,Off
Snow, 926.66,5,Z{H*1QA}ES,1514,On
Shower, 354.24,6,B{T*5XA}JU,1430,On
Snow,1057.87,8,HWF*0NN}HH,1677,On
Shower,  29.89,8,E{T*5TN}OI,264,On
Hail, 355.07,5,K{G*9AC}QH,1276,On
Snow, 363.55,6,I{B*6DN}KS,23,On
Sun, 495.02,16,F{M*4KM}VY,960,On
Cloud, 788.47,19,B{T*6PZ}FM,2266,Off
Wind, 194.66,5,L{J*5SL}QS,1126,On
Sun, 133.66,20,C{I*6EN}UL,1983,On
Shower,1008.46,6,U{A*6KV}FW,120,On
Wind, 810.76,6,N{D*8NH}YS,78,On
Sleet, 183.46,8,P{O*6PB}AE,227,On
Cloud, 659.34,6,B{K*8XG}WW,2164,On
Cloud,1195.08,9,W{D*8GG}BQ,1849,On
Sun, 793.62,6,O{K*4NE}SC,1637,On
Sun, 741.31,8,Q{Q*3EM}KM,1941,On
Rain, 799.30,8,F{Q*0WS}PA,2146,On
Fog, 179.18,5,N{P*2UL}LS,627,On
Rain, 700.41,9,N{Z*9IJ}IO,1877,Off
Snow,1134.08,19,R{K*1CR}MW,494,On
Fog,1116.78,13,F{Q*2ZA}ET,1570,On
Sun,  89.25,7,O{P*7JB}NR,1539,Off
Cloud, 231.03,18,X{K*7LB}VQ,2177,On
Fog, 603.98,17,Q{H*6ID}BR,782,On
Mist,1062.44,5,B{T*2HG}RZ,1943,On
Rain, 747.36,17,N{Z*eVU}JZ,1829,On
Fog, 754.46,8,Q{N*5CI}CE,2202,On
Rain, 958.67,5,A{A*1LM}EQ,1960,On
Sleet, 778.32,7,Q{E*9YR}BY,1938,On
Fog, 101.61,8,K{U*6IE}PE,2214,On
Moon, 432.46,6,O{C*9FR}MM,1314,On
Sun, 829.11,13,Z{M*8!B}NK,1541,On
Shower, 876.06,12,K{Y*2ZX}MZ,1869,On
Sun,1048.15,5,F{U*0Z1}MC,1463,On
Snow,  89.78,7,D{U*3AQ}RV,1404,On
Rain, 319.67,5,L{I*5TV}BD,1869,On
Rain, 751.68,6,S{T*6YM}WR,1001,Off
Moon, 550.38,19,H{I*8PB}XZ,1450,Off
Shower, 903.44,7,K{Q*1XF}BH,1806,Off
Fog,1056.33,5,D{R*4KW}QZ,2215,Off
Fog,1060.65,24,W{J*2DW}ZW,2037,On
Fog, 410.15,8,A{B*9UR}TW,2023,On
Rain, 755.55,7,F{D*3KG}SP,1794,On
Rain,1050.92,8,I{R*6LW}MW,2011,On
Breeze, 981.37,6,Y{P*2MI}HA,436,On
Cloud, 887.84,8,Z{D*9MV}YH,2157,On
Wind, 100.43,8,J{A*9XU}DV,1797,On
Rain, 324.42,24,I{E*7KA}JA,1820,On
Rain, 421.41,5,F{P*5BF}KF,651,On
Moon, 335.92,6,Z{E*1QF}BR,330,Off
Moon, 861.98,6,H{J*1FI}CX,1651,On
Wind,1007.81,5,K{E*6EW}CT,1711,On
Wind, 148.59,5,O{B*2WB9EQ,2170,Off
Fog, 230.16,5,X{U*2MK}XO,1785,On
Shower, 876.93,14,Y{P*0UZ}ET,1665,On
Hail,1172.56,24,J{I*5GZ}OF,49,On
Rain, 989.44,6,S{N*5OL}PI,217,On
Shower, 907.23,5,F{J*9X!}CL,2008,On
Wind,1092.93,5,E{O*9~T}CB,2262,On
Sky,1066.87,8,M{A*f5YR}WX,100,Off
Rain,1147.63,6,D{C*5QW}FS,1713,On
Rain,1095.15,7,M{Z*7XM}GL,1657,On
Cloud, 949.66,7,Y{lE*9ZY}LY,208,Off
Rain,  29.90,5,A{C*2HI}CC,2162,Off
Shower, 882.92,22,M{T*8FU}WC,1848,On
Snow,1074.88,8,K{B*9JQ}TC,230,On
Wind, 643.63,5,K{A*3YERIY,1678,On
Sun,1168.08,11,O{D*9DV}FC,495,On
Snow, 885.82,7,Y{B77CV}WR,2112,On
Mist, 590.03,8,Y{H*4JF}CS,135,On
Rain,1163.17,8,S{T*5JO}AW,626,Off
Shower, 975.98,17,Y{E*0VP}KM,2024,Off
Snow, 270.90,8,X{G*8LZ}LP,1796,On
Sky, 992.61,6,F{N*3GU}OD,2105,On
Fog, 420.78,6,T{*5WJ}KK,1994,Off
Sleet, 387.97,7,L{B*6YW}RU,2166,On
Shower, 532.06,8,P{B*9XP}JB,1687,On
Fog, 427.45,6,I{P*4CV}TK,2290,Off
Hail, 740.20,12,Z{G*7NN}CQ,1966,On
Wind,1065.87,7,T{B*0WG}RH,1502,On
Breeze, 742.70,11,R{N*7FL}HP,2290,Off
Snow, 698.17,5,G{F*8LJ}BX,1579,On
Cloud, 642.31,24,C{J98FR}VG,2166,On
Shower, 154.94,10,M3K*2WY}LZ,1965,Off
Fog,  64.50,7,F{Q*7MT}IX,1511,On
Fog, 135.71,7,Q{G*0TE}TD,1700,On
Sun, 579.93,5,R{X*9CU}JY,2092,On
Cloud,  31.52,7,B{Z*1VO}AK,570,On
Hail, 103.31,5,D{P*6WI}ZS,12,On
Cloud,1054.74,5,U{N*7LH}IU,1580,On
Cloud, 442.51,7,S{D*5LS}HZ,2274,On
Sleet,1121.18,5,V{V*0AM}XJ,1939,Off
Sun, 249.62,5,F{S*2EP}YW,943,On
Moon, 835.67,24,D{M*1MY}NS,64,On
Cloud,1176.29,5,T{I*7QJ}HZ,1665,On
Fog, 986.78,24,S{W*2SJ}EN,1617,Off
Sun, 669.38,5,K{P*9FL}EL,1638,On
Rain, 521.67,8,I{E*7WB}AD,1689,On
Hail, 808.64,7,E{T*7IU}KB,1137,On
Snow,1033.89,5,K{Q*3QC}BJ,1889,On
Sky, 380.61,7,U{J*8PU5HP,2108,On
Cloud, 602.54,8,A{T*2UY}XD,1756,Off
Breeze,1183.89,7,G{M*6MP}KH,1596,On
Mist, 670.77,6,F{Q*8ME}DZ,357,On
Sun, 880.79,22,V{U*5RG}QY,1572,On
Fog, 307.99,6,Y{D*8QT}MQ,1351,On
Cloud, 737.85,8,F{8*5QN}VH,190,On
Breeze,1149.84,6,Z{D*2TQ}IO,1535,On
Breeze,  55.23,6,Y{L*3YD}SV,1622,On
Sleet, 819.09,6,J{R*7QX}AF,1069,Off
Rain,1157.74,20,X{O*6UI}XW,795,On
Sleet, 284.94,7,V{L*6EV}EB,1287,On
Hail,1039.11,6,C{K*5TS}VV,1871,On
Cloud, 869.92,6,N{Q*7NV}TA,1678,On
Shower, 867.52,7,Y{J*0KP}HN,1768,On
Shower, 786.57,16,R{B*1EM}ZZ,2021,On
Mist, 725.51,8,A{Y*2WW}TR,1723,Off
Sky,1176.40,10,I{Q*9BR}CA,685,On
Fog, 276.91,6,J{Ju2GA}YF,1832,Off
Shower,1210.31,6,Z{B*6QV}ZI,2022,On
Cloud, 996.33,5,N{O38MT}FG,1327,On
Fog, 573.79,8,W{Q*5XY}CF,586,On
Wind, 547.74,5,N{H*8GU}HQ,1529,On
Sleet, 986.69,8,P{A*[OT}WG,1976,On
Sun, 677.65,6,W{B*8RX}EJ,1770,On
Cloud, 876.89,6,T{C*9O}CC,2024,On
Snow, 898.36,23,N{E*3DF}WR,1506,On
Mist, 403.85,5,N{Y*8SF}MY,880,Off
Sleet, 925.76,5,G{C*5ID}AC,1490,Off
Fog, 392.08,7,P{A*4KY}GD,1672,On
Moon,1189.63,8,B{J*0XX}JC,1628,On
Sleet, 297.21,8,Y{J*9DQ}WL,2270,Off
Fog, 600.38,6,8{N*9UF}UC,1663,On
Moon, 706.49,17,V{X*8NE}RI,1744,Off
Fog, 652.27,6,SkC*2VP}EF,1888,On
Cloud,  38.10,12,D{I*06I}YI,1436,Off
Fog, 799.94,17,C{V*8JV}ZQ,1648,On
Cloud, 584.61,6,B{U*1TI}WF,1869,On
Snow,  48.72,6,K{T*2LN}KY,1867,On
Snow, 504.62,7,H{J*7SR}ND,1634,On
Wind, 472.78,6,K{C*9BM}BG,2242,On
Sun,1200.92,7,K{Z*9VU}RC,1723,On
Breeze, 758.72,22,D{R*9LK}QC,311,On
Fog, 625.57,7,K{O*5JS}FV,1261,On
Snow, 863.14,7,P{L*1AT}LQ,1311,On
Cloud, 464.75,8,E{W*4CV}BV,2057,On
Shower, 632.55,17,E{Q*9HO}AN,1701,Off
Wind,1082.98,6,H{S*0MY}TN,1934,On
Shower, 881.57,7,D{X*9CO}AD,2113,On
Breeze, 787.49,6,A{O*5JQ}II,1468,On
Wind,1199.42,5,R{B*9QLYHQ,1575,On
Fog, 536.14,8,D{M*9ZI}QY,1352,On
Fog, 826.88,10,E{o*1PV}GL,1543,On
Shower,1000.54,5,E{B*3JF}QO,1272,On
Breeze,  83.71,7,U{I*5VC}FP,1705,Off
Breeze, 899.35,13,Q{E*8QR}KZ,1813,On
Fog, 496.82,5,P{I*8OZ}XI,2078,Off
Fog, 920.20,8,F{T*8IN}NE,1670,On
Shower,1143.34,5,U{M*6DS}QL,778,On
Snow,1023.67,8,M{I*5LU}CZ,1430,On
Wind, 291.28,7,D{F*5KQ}NC,1143,Off
Rain, 294.81,21,W{K*6TE}RQ,1702,On
Fog,1108.44,7,R{C*9ZWORY,976,On
Shower, 335.46,12,Z{{*6MV}PQ,1948,On
Cloud,1119.31,5,R{X*7NJ}WJ,419,On
Wind, 923.86,7,G{I*7BX}AZ,1594,On
Breeze, 797.14,8,T{U*3JI}JN,1486,On
Rain,1169.10,8,E{E*0EU}JX,923,Off
Fog, 112.56,18,U{V*4RD}ZK,1575,On
Hail,1211.64,6,E{X*9QC}QG,2250,On
Mist, 838.12,7,Q{W*9GN}KM,98,On
Cloud,  86.94,5,G{U*40A}XF,1749,Off
Shower,1101.52,8,J{V*9WM}BC,1705,On
Snow, 954.87,6,L{q*5KU}YO,121,On
Cloud, 932.00,6,Y{P*9IQ}QD,1235,On
Rain,1097.34,7,K{G*1FX}PA,1966,On
Cloud, 127.13,8,R{Y*6ND}GB,1412,On
Fog,1068.86,6,H{N*7GU}RH,1932,On
Sun, 802.85,6,V{U*1NP}LQ,2030,On
Cloud,1095.84,7,s{P*4NR}OQ,1891,Off
Shower,1089.26,7,U{M*9IC}FV,2159,On
Cloud, 728.22,7,M{S*8B}TS,1845,Off
Snow, 756.48,5,E{I*1GU}UT,2156,On
Rain, 199.09,8,H{B*6TB}YY,1877,On
Fog,1114.46,6,U{T*1AK}ZZ,1787,On
Hail,1070.65,5,S{E*2BG}QU,1204,On
Fog, 501.52,5,C{U*9RN}OH,362,On
Shower, 724.20,7,K{T*0KM}GS,1169,On
Shower,1216.70,5,A{LT*2GP}RA,1546,On
Shower,1217.55,7,A{M*7QR}MS,1389,On
Cloud, 769.32,14,D{Nq3BS}XH,1363,On
Cloud, 809.96,6,K{F*0DY}AC,1200,On
Fog, 881.12,8,F{X*4Ta}JM,1788,On
Breeze, 792.15,7,X{B*6QE}PB,1968,On
Rain, 789.35,8,I{F*4WI}RT,1356,On
Cloud, 242.81,8,S{T*2ES}TO,1414,On
Sun,1216.43,7,U{T*4BD}LC,2109,On
Wind, 396.79,22,S{U*7TI}KN,233,On
Snow, 210.24,7,R{T*5HH}ZM,1871,On
Wind,1084.75,8,A{F*1BW}2X,1394,On
Breeze,1156.95,5,J{X*7KS}DO,141,On
Fog,1027.78,6,R{Y*6CD}XU,236,Off
Cloud,  92.07,6,Y{U*1VX}+L,1944,On
Mist, 165.50,8,J{Y*5HX}AB,1168,On
Cloud, 770.14,5,E{J*5ON}FL,113,On
Rain,1031.67,5,B{T*1MZ}EB,1728,On
Cloud, 252.59,6,Q{Z*3SO}DW,70,On
Wind,1107.59,7,A{J*5ZX}DB,1619,On
Rain, 208.28,6,C{L*5M}JL,1381,On
Wind, 597.04,5,G{O*8KV}ZP,1801,On
Cloud, 927.80,8,N{I*3VC}OO,1065,On
Snow, 806.27,5,J{C*7PL}CO,1765,On
Cloud,1136.18,5,Q{V*9LG}RW,369,Off
Cloud,1129.15,24,A{R*1GS}JP,754,On
Cloud, 913.17,8,R{N*2NZ}DH,1583,On
Mist,1024.79,23,Z{V*0SZ}RG,1645,On
Snow, 738.48,20,E{T*7DU}ED,89,On
Sun, 624.33,6,F{G*6FY}UR,2242,On
Sun,1107.30,7,H{L*8OI}QP,2068,On
Sky, 358.98,14,D{K*9ES}[N,269,On
Cloud, 483.37,17,A{G*8FK}GM,1030,On
Fog, 671.11,22,V{D*2SG}QH,950,On
Sleet, 911.64,23,F{R*3FU}XJ,95,On
Fog,  31.07,6,U{Z*0VR}NS,1589,On
Shower,1076.45,6,G{T*6DF}IX,683,On
Cloud,1043.62,15,H{N*9BN}BP,508,On
Moon, 419.18,6,B{N*6VH}FN,78,On
Rain, 914.49,8,M{N*8DJ}TQ,865,On
Sleet, 811.62,6,E{N3GC}GF,1548,On
Cloud,1125.52,22,J{X*1UX}BS,1014,On
Shower, 520.83,7,J{G*6VK}KR,81,On
Wind, 839.50,7,R{G*2EXhES,2020,On
Sky, 370.76,6,N{M*4MT}OY,2289,On
Breeze, 494.18,5,Y{N*2RX}AF,1944,Off
Cloud,1203.26,5,W{G*2WA}AX,916,On
Wind, 561.38,7,U{X*4MU}NE,344,On
